property_type;place_name;state_name;lat;lon;price;currency;price_aprox_local_currency;price_aprox_usd;surface_total_in_m2;surface_covered_in_m2;price_usd_per_m2;price_per_m2;floor;rooms;expenses;properati_url;description;title
apartment;Palermo;Capital Federal;-34.58888889999999;-58.4305556;909464.0;ARS;899976.77;51006.08;42.0;37.0;1214.4304761904762;24580.10810810811;;;;http://www.properati.com.ar/1bwzp_venta_departamento_palermo_toilette_garage_amenities_le-bleu-negocios-inmobiliarios_8so;CODIGO:  ubicado en: Acuña de Figueroa, Fco.1332    -  Publicado por: LE BLEU NEGOCIOS INMOBILIARIOS. El precio es de ARS 909464 null. Venta departamento de 2 ambientes en dúplex, en Palermo Departamento con puerta blindada, piso porcellanato, carpintería de aluminio anodizado, herrajes de bronce platil, pintura latex, placar en dormitorio y de recepción con frente corredizos e interiores,  muebles de cocina bajo mesada y alacena, horno y anafe, termotanque, espacio para lavarropas, portero visor, baño privado desde el dormitorio  y toilette de recepción Cocheras optativas Edificio con amenities FIDEICOMISO AL COSTO  LEBLEU NEGOCIOS INMOBILIARIOS   . Publicado a través de Mapaprop;Acuña de Figueroa, Fco.1332            P.5 Dto.C BJ
apartment;Palermo;Capital Federal;-34.5759862;-58.4390397;135000.0;USD;2382007.5;135000.0;;;;;;;;http://www.properati.com.ar/1bwzx_venta_departamento_palermo_lavadero_piscina_sum_subte-linea-d_stornini-palermo;CODIGO: 2230-4 ubicado en: CIUDAD DE LA PAZ 100 -  Publicado por: STORNINI PALERMO. El precio es de USD 135000 null.  DEPTO 2 AMB 55M2Amenities: EXCELENTE UBICACION  MTS DE AV. CABILDO Piscina	 Parrila  	Solarium  	SUM  	Laundry  SPA  . Publicado a través de Mapaprop;ESTA PROPEDAD PUEDE SER SUYACONTACTENOS.
apartment;Palermo;Capital Federal;;;399000.0;USD;7040155.5;399000.0;70.0;65.0;5700.0;6138.461538461538;;;;http://www.properati.com.ar/1bx0b_venta_departamento_palermo_balcon_baulera_gimnasio_hidromasaje_lavadero_parrilla_piscina_quincho_terraza_toilette_vestidor_luminoso_garage_aire-acondicionado_nativa-soluciones-inmobiliarias_gpj;Dúplex de dos ambientes de 70 m2 totales. En el nivel inferior se encuentra la cocina integrada a un amplio estar, toilette, y balcón.En el nivel superior balconeando al vacío sobre el estar se encuentra el dormitorio con baño completo y placares, Grandes paños vidriados tonalizados verdes (de piso a losa), con carpinterías de aluminio anodizado de línea “MODENA”, con sistema de oscurecimiento por medio de cortinas enrollables roller de black out.Calefacción por piso radiante con caldera individual e instalación para colocación de aire acondicionado split.Pisos de madera flotante.  Muebles de cocina con diseño exclusivo, en combinación de madera y color cemento, campana de extracción de acero inoxidable “SPAR”, cocina de acero inoxidable “DOMEC” , mesadas en acero inoxidable. Revestimientos en cocina tipo veneciano con guarda de aluminio.Los baños con un proyecto y materiales muy actuales, cuentan con hidromasaje “JACUZZI” y revestimientos cerámicos en combinación con porcellanatto. Placares o vestidores completos en color madera.Artefactos de iluminación empotrados dicroicos y equipo de tubos fluorescentes con efectos lumínicos en cielorrasos y cenefas. Bocas de TV por cable “CABLE VISION”, con conexión opcional de banda ancha “FIBERTEL”. Instalación de alarma y detección de humo monitoreada por “Sialar Seguridad”.Bauleras individuales en subsuelo.Cochera opcional u$s 25.000.-USO PROFESIONAL o VIVIENDASERVICIOS COMUNES:·                 Pileta calefaccionada con filtro automático y deck de madera, con solárium. ·                 Quincho con parrilla (salón de fiestas) 30m2·                 Gimnasio 30m2·                 Áreas parquizadas de esparcimiento.·                 Lavadero con piletas y maquinas lavadoras y secadoras de ropa.·                 Terraza con tender y vivienda de portero.·                 Puerta de entrada con control de acceso, por medio de tarjetas magnéticas y portón de acceso a cocheras automatizado con control remoto·                 Edificio con sistema de seguridad y detección de humo e incendio monitoreadoLa venta de este inmueble está sujeta a la tramitación del Codigo de Transferencia de Inmuebles (COTI), de conformidad con la normativa vigente (Res. AFIP 2371/08, 2439/08 y ccs.) por parte del propietario.NATIVA Soluciones Inmobiliarias  Juncal 2746 - Buenos Aires   Tel:  /        www.nativa-;Departamento - Palermo
apartment;Palermo;Capital Federal;-34.58888889999999;-58.4305556;1076522.0;ARS;1065292.15;60375.31;47.0;36.0;1284.5810638297874;29903.388888888887;;;;http://www.properati.com.ar/1bx0f_venta_departamento_palermo_toilette_garage_le-bleu-negocios-inmobiliarios_8so;CODIGO:  ubicado en: Acuña de Figueroa, Fco.1332    -  Publicado por: LE BLEU NEGOCIOS INMOBILIARIOS. El precio es de ARS 1076522 null. Venta departamento de 2 ambientes en dúplex, en Palermo.  Departamento con puerta blindada, piso porcellanato, carpintería de aluminio anodizado, herrajes de bronce platil, pintura latex, placar en dormitorio y de recepción con frente corredizos e interiores, muebles de cocina bajo mesada y alacena, horno y anafe, termotanque, espacio para lavarropas, portero visor, baño privado desde el dormitorio y toilette de recepción  Cocheras optativas   FIDEICOMISO AL COSTO   LEBLEU NEGOCIOS INMOBILIARIOS  . Publicado a través de Mapaprop;Acuña de Figueroa, Fco.1332            P.5 Dto.B BF
apartment;Palermo;Capital Federal;;;140000.0;USD;2470230.0;140000.0;44.0;40.0;3181.818181818182;3500.0;;;2000.0;http://www.properati.com.ar/1bx0u_venta_departamento_palermo_balcon_impecable_nativa-soluciones-inmobiliarias_gpj;Impecable departamento de 2 ambientes al frente con balcón, en una ubicación privilegiada, NATIVA Soluciones Inmobiliarias    Juncal 2746 - Buenos Aires    Tel:  /          www.nativa-;Departamento - Palermo
apartment;Palermo;Capital Federal;-34.576464616399996;-58.423991253400004;;;;;98.0;102.0;;;;;;http://www.properati.com.ar/1bx3n_venta_departamento_palermo_balcon_baulera_parrilla_piscina_sum_terraza_luminoso_garage_amoblado_placard_subte-linea-d_devoto-citi;CODIGO: 1237-141 ubicado en: Juncal 4600 -  Publicado por: DESDEMONA JUDITH MORETTI. El precio es de USD 1 null. ESPECTACULAR 3 AMBIENTES, SUPER LUMINOSO, EDIFICIO TORRE, EN UNA DE LAS  MEJORES ZONAS DE PALERMO NUEVO.   PISCINA,SUM, PARRILLA, PLAZA DE JUEGOS, MICRO CINE, GALERIA DE ARTE, SALA DE ENSAYOS, BICICLETAS PARA PROPIETARIOS. COCHERAS OPCIONALES. BAULERAS OPCIONALES. BALCON TERRAZA CON DECK DE MADERA. CARPINTERIA EXTERIORES DE ALUMNIO  DOBLE VIDRIO HERMETICO EN ESTAR Y DORMITORIO CALEFACCION CENTRAL  AGUA CALIENTE CENTRAL INSTALACION PARA AIRE CENTRAL FRENTES DE PLACARD CORREDIZOS SIN INTERIORES TOMAS PARA TV Y TEL EN LOS AMBIENTES PRINCIPALES. AMOBLAMIENTOS DE COCINA MESADA DE GRANITO PURIFICADOR DE AGUA HORNO Y ANAFE ELECTRIO ARISTON O SIMILAR. Las medidas consignadas no son exàctas tienen un fin meramente inforamtivo, las medidas exàctas surgen del tìtulo de propiedad. Las fotos son meramente orientativas. ENTREGA DICIEMBRE 2015  . Publicado a través de Mapaprop;FIDEICOMISO al costoEspectacular 3 AmbientesCategoría PREMIUM
apartment;Palermo;Capital Federal;-34.576464616399996;-58.423991253400004;;;;;98.0;102.0;;;;;;http://www.properati.com.ar/1bx3p_venta_departamento_palermo_balcon_baulera_parrilla_piscina_sum_terraza_luminoso_garage_amoblado_placard_subte-linea-d_devoto-citi;CODIGO: 1237-142 ubicado en: Juncal 4600 -  Publicado por: DESDEMONA JUDITH MORETTI. El precio es de USD 1 null. ESPECTACULAR 3 AMBIENTES, SUPER LUMINOSO, EDIFICIO TORRE, EN UNA DE LAS  MEJORES ZONAS DE PALERMO NUEVO.   PISCINA,SUM, PARRILLA, PLAZA DE JUEGOS, MICRO CINE, GALERIA DE ARTE, SALA DE ENSAYOS, BICICLETAS PARA PROPIETARIOS. COCHERAS OPCIONALES. BAULERAS OPCIONALES. BALCON TERRAZA CON DECK DE MADERA. CARPINTERIA EXTERIORES DE ALUMNIO  DOBLE VIDRIO HERMETICO EN ESTAR Y DORMITORIO CALEFACCION CENTRAL  AGUA CALIENTE CENTRAL INSTALACION PARA AIRE CENTRAL FRENTES DE PLACARD CORREDIZOS SIN INTERIORES TOMAS PARA TV Y TEL EN LOS AMBIENTES PRINCIPALES. AMOBLAMIENTOS DE COCINA MESADA DE GRANITO PURIFICADOR DE AGUA HORNO Y ANAFE ELECTRIO ARISTON O SIMILAR. Las medidas consignadas no son exàctas tienen un fin meramente inforamtivo, las medidas exàctas surgen del tìtulo de propiedad. Las fotos son meramente orientativas. ENTREGA DICIEMBRE 2015  . Publicado a través de Mapaprop;FIDEICOMISO al costoEspectacular 3 AmbientesCategoría PREMIUM
apartment;Palermo;Capital Federal;-34.576464616399996;-58.423991253400004;;;;;97.0;101.0;;;;;;http://www.properati.com.ar/1bx3s_venta_departamento_palermo_balcon_baulera_parrilla_piscina_sum_terraza_luminoso_garage_amoblado_placard_subte-linea-d_devoto-citi;CODIGO: 1237-143 ubicado en: Juncal 4600 -  Publicado por: DESDEMONA JUDITH MORETTI. El precio es de USD 1 null. ESPECTACULAR 3 AMBIENTES, SUPER LUMINOSO, EDIFICIO TORRE, EN UNA DE LAS  MEJORES ZONAS DE PALERMO NUEVO.   PISCINA,SUM, PARRILLA, PLAZA DE JUEGOS, MICRO CINE, GALERIA DE ARTE, SALA DE ENSAYOS, BICICLETAS PARA PROPIETARIOS. COCHERAS OPCIONALES. BAULERAS OPCIONALES. BALCON TERRAZA CON DECK DE MADERA. CARPINTERIA EXTERIORES DE ALUMNIO  DOBLE VIDRIO HERMETICO EN ESTAR Y DORMITORIO CALEFACCION CENTRAL  AGUA CALIENTE CENTRAL INSTALACION PARA AIRE CENTRAL FRENTES DE PLACARD CORREDIZOS SIN INTERIORES TOMAS PARA TV Y TEL EN LOS AMBIENTES PRINCIPALES. AMOBLAMIENTOS DE COCINA MESADA DE GRANITO PURIFICADOR DE AGUA HORNO Y ANAFE ELECTRIO ARISTON O SIMILAR. Las medidas consignadas no son exàctas tienen un fin meramente inforamtivo, las medidas exàctas surgen del tìtulo de propiedad. Las fotos son meramente orientativas. ENTREGA DICIEMBRE 2015  . Publicado a través de Mapaprop;FIDEICOMISO al costoEspectacular 3 AmbientesCategoría PREMIUM
apartment;Palermo;Capital Federal;-34.576464616399996;-58.423991253400004;;;;;97.0;101.0;;;;;;http://www.properati.com.ar/1bx3u_venta_departamento_palermo_balcon_baulera_parrilla_piscina_sum_terraza_luminoso_garage_amoblado_placard_subte-linea-d_devoto-citi;CODIGO: 1237-144 ubicado en: Juncal 4600 -  Publicado por: DESDEMONA JUDITH MORETTI. El precio es de USD 1 null. ESPECTACULAR 3 AMBIENTES, SUPER LUMINOSO, EDIFICIO TORRE, EN UNA DE LAS  MEJORES ZONAS DE PALERMO NUEVO.   PISCINA,SUM, PARRILLA, PLAZA DE JUEGOS, MICRO CINE, GALERIA DE ARTE, SALA DE ENSAYOS, BICICLETAS PARA PROPIETARIOS. COCHERAS OPCIONALES. BAULERAS OPCIONALES. BALCON TERRAZA CON DECK DE MADERA. CARPINTERIA EXTERIORES DE ALUMNIO  DOBLE VIDRIO HERMETICO EN ESTAR Y DORMITORIO CALEFACCION CENTRAL  AGUA CALIENTE CENTRAL INSTALACION PARA AIRE CENTRAL FRENTES DE PLACARD CORREDIZOS SIN INTERIORES TOMAS PARA TV Y TEL EN LOS AMBIENTES PRINCIPALES. AMOBLAMIENTOS DE COCINA MESADA DE GRANITO PURIFICADOR DE AGUA HORNO Y ANAFE ELECTRIO ARISTON O SIMILAR. Las medidas consignadas no son exàctas tienen un fin meramente inforamtivo, las medidas exàctas surgen del tìtulo de propiedad. Las fotos son meramente orientativas. ENTREGA DICIEMBRE 2015  . Publicado a través de Mapaprop;FIDEICOMISO al costoEspectacular 3 AmbientesCategoría PREMIUM
apartment;Palermo;Capital Federal;-34.576464616399996;-58.423991253400004;;;;;220.0;224.0;;;;;;http://www.properati.com.ar/1bx3v_venta_departamento_palermo_balcon_baulera_parrilla_piscina_sum_terraza_luminoso_garage_amoblado_placard_subte-linea-d_devoto-citi;CODIGO: 1237-145 ubicado en: Juncal 4600 -  Publicado por: DESDEMONA JUDITH MORETTI. El precio es de USD 1 null. ESPECTACULAR 4 AMBIENTES, SUPER LUMINOSO, EDIFICIO TORRE, EN UNA DE LAS  MEJORES ZONAS DE PALERMO NUEVO.   PISCINA,SUM, PARRILLA, PLAZA DE JUEGOS, MICRO CINE, GALERÍA DE ARTE, SALA DE ENSAYOS, BICICLETAS PARA PROPIETARIOS. COCHERAS OPCIONALES. BAULERAS OPCIONALES. BALCÓN TERRAZA CON DECK DE MADERA. CARPINTERÍA EXTERIORES DE ALUMINIO  DOBLE VIDRIO HERMÉTICO EN ESTAR Y DORMITORIO CALEFACCIÓN CENTRAL  AGUA CALIENTE CENTRAL INSTALACIÓN PARA AIRE CENTRAL FRENTES DE PLACARD CORREDIZOS SIN INTERIORES TOMAS PARA TV Y TEL EN LOS AMBIENTES PRINCIPALES. AMOBLAMIENTOS DE COCINA MESADA DE GRANITO PURIFICADOR DE AGUA HORNO Y ANAFE ELÉCTRICO ARISTON O SIMILAR. Las medidas consignadas no son exactas tienen un fin meramente informativo, las medidas exactas surgen del titulo de propiedad. Las fotos son meramente orientadoras. ENTREGA DICIEMBRE 2015  . Publicado a través de Mapaprop;FIDEICOMISO al costoEspectacular 4 AmbientesCategoría PREMIUM
apartment;Palermo;Capital Federal;-34.576464616399996;-58.423991253400004;;;;;101.0;97.0;;;;;;http://www.properati.com.ar/1bx44_venta_departamento_palermo_balcon_baulera_parrilla_piscina_sum_terraza_luminoso_garage_amoblado_placard_subte-linea-d_devoto-citi;CODIGO: 1237-136 ubicado en: Juncal 4600 -  Publicado por: DESDEMONA JUDITH MORETTI. El precio es de USD 1 null. ESPECTACULAR 2 AMBIENTES, SUPER LUMINOSO, EDIFICIO TORRE, EN UNA DE LAS  MEJORES ZONAS DE PALERMO NUEVO.   PISCINA,SUM, PARRILLA, PLAZA DE JUEGOS, MICRO CINE, GALERIA DE ARTE, SALA DE ENSAYOS, BICICLETAS PARA PROPIETARIOS. COCHERAS OPCIONALES. BAULERAS OPCIONALES. BALCON TERRAZA CON DECK DE MADERA. CARPINTERIA EXTERIORES DE ALUMNIO  DOBLE VIDRIO HERMETICO EN ESTAR Y DORMITORIO CALEFACCION CENTRAL  AGUA CALIENTE CENTRAL INSTALACION PARA AIRE CENTRAL FRENTES DE PLACARD CORREDIZOS SIN INTERIORES TOMAS PARA TV Y TEL EN LOS AMBIENTES PRINCIPALES. AMOBLAMIENTOS DE COCINA MESADA DE GRANITO PURIFICADOR DE AGUA HORNO Y ANAFE ELECTRIO ARISTON O SIMILAR. Las medidas consignadas no son exàctas tienen un fin meramente inforamtivo, las medidas exàctas surgen del tìtulo de propiedad. Las fotos son meramente orientativas. ENTREGA DICIEMBRE 2015  . Publicado a través de Mapaprop;FIDEICOMISO al costoEspectacular 2 AmbientesCategoría PREMIUM
apartment;Palermo;Capital Federal;-34.576464616399996;-58.423991253400004;;;;;101.0;97.0;;;;;;http://www.properati.com.ar/1bx45_venta_departamento_palermo_balcon_baulera_parrilla_piscina_sum_terraza_luminoso_garage_amoblado_placard_subte-linea-d_devoto-citi;CODIGO: 1237-137 ubicado en: Juncal 4600 -  Publicado por: DESDEMONA JUDITH MORETTI. El precio es de USD 1 null. ESPECTACULAR 2 AMBIENTES, SUPER LUMINOSO, EDIFICIO TORRE, EN UNA DE LAS  MEJORES ZONAS DE PALERMO NUEVO.   PISCINA,SUM, PARRILLA, PLAZA DE JUEGOS, MICRO CINE, GALERIA DE ARTE, SALA DE ENSAYOS, BICICLETAS PARA PROPIETARIOS. COCHERAS OPCIONALES. BAULERAS OPCIONALES. BALCON TERRAZA CON DECK DE MADERA. CARPINTERIA EXTERIORES DE ALUMNIO  DOBLE VIDRIO HERMETICO EN ESTAR Y DORMITORIO CALEFACCION CENTRAL  AGUA CALIENTE CENTRAL INSTALACION PARA AIRE CENTRAL FRENTES DE PLACARD CORREDIZOS SIN INTERIORES TOMAS PARA TV Y TEL EN LOS AMBIENTES PRINCIPALES. AMOBLAMIENTOS DE COCINA MESADA DE GRANITO PURIFICADOR DE AGUA HORNO Y ANAFE ELECTRIO ARISTON O SIMILAR. Las medidas consignadas no son exàctas tienen un fin meramente inforamtivo, las medidas exàctas surgen del tìtulo de propiedad. Las fotos son meramente orientativas. ENTREGA DICIEMBRE 2015  . Publicado a través de Mapaprop;FIDEICOMISO al costoEspectacular 2 AmbientesCategoría PREMIUM
apartment;Palermo;Capital Federal;-34.576464616399996;-58.423991253400004;;;;;124.0;120.0;;;;;;http://www.properati.com.ar/1bx46_venta_departamento_palermo_balcon_baulera_parrilla_piscina_sum_terraza_luminoso_garage_amoblado_placard_subte-linea-d_devoto-citi;CODIGO: 1237-138 ubicado en: Juncal 4600 -  Publicado por: DESDEMONA JUDITH MORETTI. El precio es de USD 1 null. ESPECTACULAR 3 AMBIENTES, SUPER LUMINOSO, EDIFICIO TORRE, EN UNA DE LAS  MEJORES ZONAS DE PALERMO NUEVO.   PISCINA,SUM, PARRILLA, PLAZA DE JUEGOS, MICRO CINE, GALERIA DE ARTE, SALA DE ENSAYOS, BICICLETAS PARA PROPIETARIOS. COCHERAS OPCIONALES. BAULERAS OPCIONALES. BALCON TERRAZA CON DECK DE MADERA. CARPINTERIA EXTERIORES DE ALUMNIO  DOBLE VIDRIO HERMETICO EN ESTAR Y DORMITORIO CALEFACCION CENTRAL  AGUA CALIENTE CENTRAL INSTALACION PARA AIRE CENTRAL FRENTES DE PLACARD CORREDIZOS SIN INTERIORES TOMAS PARA TV Y TEL EN LOS AMBIENTES PRINCIPALES. AMOBLAMIENTOS DE COCINA MESADA DE GRANITO PURIFICADOR DE AGUA HORNO Y ANAFE ELECTRIO ARISTON O SIMILAR. Las medidas consignadas no son exàctas tienen un fin meramente inforamtivo, las medidas exàctas surgen del tìtulo de propiedad. Las fotos son meramente orientativas. ENTREGA DICIEMBRE 2015  . Publicado a través de Mapaprop;FIDEICOMISO al costoEspectacular 3 AmbientesCategoría PREMIUM
apartment;Palermo;Capital Federal;-34.576464616399996;-58.423991253400004;;;;;125.0;121.0;;;;;;http://www.properati.com.ar/1bx47_venta_departamento_palermo_balcon_baulera_parrilla_piscina_sum_terraza_luminoso_garage_amoblado_placard_subte-linea-d_devoto-citi;CODIGO: 1237-139 ubicado en: Juncal 4600 -  Publicado por: DESDEMONA JUDITH MORETTI. El precio es de USD 1 null. ESPECTACULAR 3 AMBIENTES, SUPER LUMINOSO, EDIFICIO TORRE, EN UNA DE LAS  MEJORES ZONAS DE PALERMO NUEVO.   PISCINA,SUM, PARRILLA, PLAZA DE JUEGOS, MICRO CINE, GALERIA DE ARTE, SALA DE ENSAYOS, BICICLETAS PARA PROPIETARIOS. COCHERAS OPCIONALES. BAULERAS OPCIONALES. BALCON TERRAZA CON DECK DE MADERA. CARPINTERIA EXTERIORES DE ALUMNIO  DOBLE VIDRIO HERMETICO EN ESTAR Y DORMITORIO CALEFACCION CENTRAL  AGUA CALIENTE CENTRAL INSTALACION PARA AIRE CENTRAL FRENTES DE PLACARD CORREDIZOS SIN INTERIORES TOMAS PARA TV Y TEL EN LOS AMBIENTES PRINCIPALES. AMOBLAMIENTOS DE COCINA MESADA DE GRANITO PURIFICADOR DE AGUA HORNO Y ANAFE ELECTRIO ARISTON O SIMILAR. Las medidas consignadas no son exàctas tienen un fin meramente inforamtivo, las medidas exàctas surgen del tìtulo de propiedad. Las fotos son meramente orientativas. ENTREGA DICIEMBRE 2015  . Publicado a través de Mapaprop;FIDEICOMISO al costoEspectacular 3 AmbientesCategoría PREMIUM
apartment;Palermo;Capital Federal;-34.576464616399996;-58.423991253400004;;;;;170.0;175.0;;;;;;http://www.properati.com.ar/1bx49_venta_departamento_palermo_balcon_baulera_parrilla_piscina_sum_terraza_luminoso_garage_amoblado_placard_subte-linea-d_devoto-citi;CODIGO: 1237-140 ubicado en: Juncal 4600 -  Publicado por: DESDEMONA JUDITH MORETTI. El precio es de USD 1 null. ESPECTACULAR 3 AMBIENTES, SUPER LUMINOSO, EDIFICIO TORRE, EN UNA DE LAS  MEJORES ZONAS DE PALERMO NUEVO.   PISCINA,SUM, PARRILLA, PLAZA DE JUEGOS, MICRO CINE, GALERIA DE ARTE, SALA DE ENSAYOS, BICICLETAS PARA PROPIETARIOS. COCHERAS OPCIONALES. BAULERAS OPCIONALES. BALCON TERRAZA CON DECK DE MADERA. CARPINTERIA EXTERIORES DE ALUMNIO  DOBLE VIDRIO HERMETICO EN ESTAR Y DORMITORIO CALEFACCION CENTRAL  AGUA CALIENTE CENTRAL INSTALACION PARA AIRE CENTRAL FRENTES DE PLACARD CORREDIZOS SIN INTERIORES TOMAS PARA TV Y TEL EN LOS AMBIENTES PRINCIPALES. AMOBLAMIENTOS DE COCINA MESADA DE GRANITO PURIFICADOR DE AGUA HORNO Y ANAFE ELECTRIO ARISTON O SIMILAR. Las medidas consignadas no son exàctas tienen un fin meramente inforamtivo, las medidas exàctas surgen del tìtulo de propiedad. Las fotos son meramente orientativas. ENTREGA DICIEMBRE 2015  . Publicado a través de Mapaprop;FIDEICOMISO al costoEspectacular 3 AmbientesCategoría PREMIUM
apartment;Palermo;Capital Federal;-34.576464616399996;-58.423991253400004;;;;;62.0;58.0;;;;;;http://www.properati.com.ar/1bx4k_venta_departamento_palermo_balcon_baulera_parrilla_piscina_sum_terraza_luminoso_garage_amoblado_placard_subte-linea-d_devoto-citi;CODIGO: 1237-135 ubicado en: Juncal 4600 -  Publicado por: DESDEMONA JUDITH MORETTI. El precio es de USD 1 null. ESPECTACULAR 2 AMBIENTES, SUPER LUMINOSO, EDIFICIO TORRE, EN UNA DE LAS  MEJORES ZONAS DE PALERMO NUEVO.   PISCINA,SUM, PARRILLA, PLAZA DE JUEGOS, MICRO CINE, GALERIA DE ARTE, SALA DE ENSAYOS, BICICLETAS PARA PROPIETARIOS. COCHERAS OPCIONALES. BAULERAS OPCIONALES. BALCON TERRAZA CON DECK DE MADERA. CARPINTERIA EXTERIORES DE ALUMNIO  DOBLE VIDRIO HERMETICO EN ESTAR Y DORMITORIO CALEFACCION CENTRAL  AGUA CALIENTE CENTRAL INSTALACION PARA AIRE CENTRAL FRENTES DE PLACARD CORREDIZOS SIN INTERIORES TOMAS PARA TV Y TEL EN LOS AMBIENTES PRINCIPALES. AMOBLAMIENTOS DE COCINA MESADA DE GRANITO PURIFICADOR DE AGUA HORNO Y ANAFE ELECTRIO ARISTON O SIMILAR. Las medidas consignadas no son exàctas tienen un fin meramente inforamtivo, las medidas exàctas surgen del tìtulo de propiedad. Las fotos son meramente orientativas. ENTREGA DICIEMBRE 2015  . Publicado a través de Mapaprop;FIDEICOMISO al costoEspectacular 2 AmbientesCategoría PREMIUM
apartment;Palermo;Capital Federal;;;355000.0;USD;6263797.5;355000.0;82.0;84.0;4329.2682926829275;4226.190476190476;;;;http://www.properati.com.ar/1bxbg_venta_departamento_palermo_baulera_luminoso_lujoso_garage_devoto-citi;CODIGO: 1237-68 ubicado en: Paraguay 4700 -  Publicado por: DESDEMONA JUDITH MORETTI. El precio es de USD 355000 null. EXCELANETE 3 AMBIENTES EN EDIFICIO TORRE, SUPER LUMINOSO, EXCELENTES TERMINACIONES CATEGORIA PREMUIN BAULERAS OPTATIVAS COCHERAS OPTATIVAS LAS MEDIDAS CONSIGNADAS NO SON EXÁCTAS, TIENEN UN FIN MERAMENTE INFORMATIVO, NO VINCULARES. LAS MEDIDAS Y SUPERFICIES REALES SURGEN DEL TÍTULO DE PROPIEDAD. EL MONTO REAL DE EXPENSAS SURGE DEL DETALLE DEL ADMINISTRADOR LAS IMÁGENES SON ORIENTATIVAS NO SON EXACTAS A LA PROPIEDAD.  . Publicado a través de Mapaprop;Departamento en Venta en Palermo, Capital Federal
apartment;Palermo;Capital Federal;-34.5832756;-58.42602700000001;449000.0;USD;7922380.5;449000.0;10.0;98.0;44900.0;4581.632653061224;;;;http://www.properati.com.ar/1bxbi_venta_departamento_palermo_baulera_luminoso_lujoso_dependencias_garage_subte-linea-d_devoto-citi;CODIGO: 1237-69 ubicado en: Paraguay 4700 -  Publicado por: DESDEMONA JUDITH MORETTI. El precio es de USD 449000 null. EXCELANETE 3/C/DEPENDENCIA ABMBIENTES EN EDIFICIO TORRE, SUPER LUMINOSO, EXCELENTES TERMINACIONES CATEGORIA PREMUIN BAULERAS OPTATIVAS COCHERAS OPTATIVAS LAS MEDIDAS CONSIGNADAS NO SON EXÁCTAS, TIENEN UN FIN MERAMENTE INFORMATIVO, NO VINCULARES. LAS MEDIDAS Y SUPERFICIES REALES SURGEN DEL TÍTULO DE PROPIEDAD. EL MONTO REAL DE EXPENSAS SURGE DEL DETALLE DEL ADMINISTRADOR LAS IMÁGENES SON ORIENTATIVAS NO SON EXACTAS A LA PROPIEDAD.  . Publicado a través de Mapaprop;Departamento en Venta en Palermo, Capital Federal
apartment;Palermo;Capital Federal;-34.5832756;-58.42602700000001;436400.0;USD;7700059.8;436400.0;10.0;98.0;43640.0;4453.061224489797;;;;http://www.properati.com.ar/1bxbk_venta_departamento_palermo_baulera_luminoso_lujoso_dependencias_garage_subte-linea-d_devoto-citi;CODIGO: 1237-70 ubicado en: Paraguay 4700 -  Publicado por: DESDEMONA JUDITH MORETTI. El precio es de USD 436400 null. EXCELANETE 3/C/DEPENDENCIA ABMBIENTES EN EDIFICIO TORRE, SUPER LUMINOSO, EXCELENTES TERMINACIONES CATEGORIA PREMUIN BAULERAS OPTATIVAS COCHERAS OPTATIVAS LAS MEDIDAS CONSIGNADAS NO SON EXÁCTAS, TIENEN UN FIN MERAMENTE INFORMATIVO, NO VINCULARES. LAS MEDIDAS Y SUPERFICIES REALES SURGEN DEL TÍTULO DE PROPIEDAD. EL MONTO REAL DE EXPENSAS SURGE DEL DETALLE DEL ADMINISTRADOR LAS IMÁGENES SON ORIENTATIVAS NO SON EXACTAS A LA PROPIEDAD.  . Publicado a través de Mapaprop;Departamento en Venta en Palermo, Capital Federal
apartment;Palermo;Capital Federal;-34.5832756;-58.42602700000001;556500.0;USD;9819164.25;556500.0;152.0;150.0;3661.184210526316;3710.0;;;;http://www.properati.com.ar/1bxbm_venta_departamento_palermo_baulera_luminoso_lujoso_dependencias_garage_subte-linea-d_devoto-citi;CODIGO: 1237-71 ubicado en: Paraguay 4700 -  Publicado por: DESDEMONA JUDITH MORETTI. El precio es de USD 556500 null. EXCELANETE 4/C/DEPENDENCIA ABMBIENTES EN EDIFICIO TORRE, SUPER LUMINOSO, EXCELENTES TERMINACIONES CATEGORIA PREMUIN BAULERAS OPTATIVAS COCHERAS OPTATIVAS LAS MEDIDAS CONSIGNADAS NO SON EXÁCTAS, TIENEN UN FIN MERAMENTE INFORMATIVO, NO VINCULARES. LAS MEDIDAS Y SUPERFICIES REALES SURGEN DEL TÍTULO DE PROPIEDAD. EL MONTO REAL DE EXPENSAS SURGE DEL DETALLE DEL ADMINISTRADOR LAS IMÁGENES SON ORIENTATIVAS NO SON EXACTAS A LA PROPIEDAD.  . Publicado a través de Mapaprop;Departamento en Venta en Palermo, Capital Federal
